Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
728	3577111	fear of postoperative nightly Cialis Free Trial Cialis Free Trial with blood vessels of wall street . Male infertility it	<<< is stood >>>	for cad http : //a7paydayloans.com were caused by andrew mccullough . Representation appellant represented order to understanding Cialis Paypal Cialis	fear_nn1 of_io postoperative_jj nightly_jj Cialis_nn1_np1 Free_jj Trial_nn1 Cialis_nn1_np1 Free_jj Trial_nn1 with_iw blood_nn1 vessels_nn2 of_io wall_nn1 street_nn1 ._. Male_jj_nn1 infertility_nn1 it_pph1	<<< is_vbz stood_vvn@ >>>	for_if cad_nn1 http_nnu :_: //a7paydayloans.com_fu were_vbdr caused_vvn by_ii_rp% andrew_vvd mccullough_nn1 ._. Representation_nn1 appellant_nn1 represented_vvd_vvn order_nn1 to_ii understanding_vvg_nn1 Cialis_np1 Paypal_np1 Cialis_np1	Hong Kong	wlp_hk_b01.txt	Why there is a quote in 'content-type' | Python Lover	Blog	http://oscservice.com/?p=18	279	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=727	851918976	851918977
729	3577112	fear of postoperative nightly Cialis Free Trial Cialis Free Trial with blood vessels of wall street . Male infertility it	<<< is stood >>>	for cad http : //a7paydayloans.com were caused by andrew mccullough . Representation appellant represented order to understanding Cialis Paypal Cialis	fear_nn1 of_io postoperative_jj nightly_jj Cialis_nn1_np1 Free_jj Trial_nn1 Cialis_nn1_np1 Free_jj Trial_nn1 with_iw blood_nn1 vessels_nn2 of_io wall_nn1 street_nn1 ._. Male_jj_nn1 infertility_nn1 it_pph1	<<< is_vbz stood_vvn@ >>>	for_if cad_nn1 http_nnu :_: //a7paydayloans.com_fu were_vbdr caused_vvn by_ii_rp% andrew_vvd mccullough_nn1 ._. Representation_nn1 appellant_nn1 represented_vvd_vvn order_nn1 to_ii understanding_vvg_nn1 Cialis_np1 Paypal_np1 Cialis_np1	Hong Kong	wlp_hk_b01.txt	A mistake difficult to find out | Python Lover	Blog	http://oscservice.com/?p=82	333	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=728	851919262	851919263
730	1814530	) from downtown Meizhou . Reputed as one of the four famous temples in Guangdong Province , Lingguang Temple has	<<< been stood >>>	there for more than 1,200 years since it first built in the Tang Dynasty ( 618-907 ) . Lianfang Tower	)_) from_ii downtown_jj Meizhou_nn1 ._. Reputed_vvn_jj@ as_csa_ii@ one_mc1 of_io the_at four_mc famous_jj temples_nn2 in_ii Guangdong_np1 Province_nn1 ,_, Lingguang_np1 Temple_np1 has_vhz	<<< been_vbn stood_vvn@ >>>	there_rl for_if more_dar than_csn 1,200_mc years_nnt2 since_cs it_pph1 first_md built_vvn_vvd in_ii the_at Tang_nn1 Dynasty_nn1 (_( 618-907_mcmc )_) ._. Lianfang_vv0_nn1 Tower_nn1	Hong Kong	wlp_hk_g01.txt	Meizhou City travel information,Meizhou City guide Meizhou City	General	http://english.51766.com/detail/city_detail.jsp?prov_id=1004414	412	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=729	875315596	875315597
731	1819144	two crew were known to have survived . MTB 11 retreated under heavy fire while being dive-bombed . The flotilla	<<< was stood >>>	down , but for reasons unknown MTB 26 carried on and was last seen lying motionless in Kowloon harbour with	two_mc crew_nn1 were_vbdr known_vvn to_to have_vhi survived_vvn@ ._. MTB_np1 11_mc retreated_vvd under_ii_rg@ heavy_jj fire_nn1 while_cs being_vbg dive-bombed_vvn ._. The_at flotilla_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp ,_, but_ii21_ccb for_ii22_if reasons_nn2 unknown_jj MTB_np1 26_mc carried_vvd_vvn on_rp and_cc was_vbdz last_md seen_vvn lying_vvg motionless_jj in_ii Kowloon_np1 harbour_nn1 with_iw	Hong Kong	wlp_hk_g01.txt	Escape from Hong Kong -Admiral Chan Chak's Final Hours - The	General	http://www.hongkongescape.org/	1918	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=730	877125749	877125750
732	1132676	the day of the month when they are in the front . The statues of the premiers of all time	<<< are stood >>>	up along the top of the building . &lt;p&gt;  El Palacio de Justicia y La @ @ @ @ @	the_at day_nnt1 of_io the_at month_nnt1 when_rrq_cs they_pphs2 are_vbr in_ii the_at front_nn1_jj ._. The_at statues_nn2 of_io the_at premiers_nn2 of_io all_db time_nnt1	<<< are_vbr stood_vvn@ >>>	up_rp along_ii the_at top_nn1 of_io the_at building_nn1 ._. &lt;p&gt; _null El_np1 Palacio_np1 de_np1 Justicia_np1 y_zz1 La_np1 @_ii @_ii @_ii @_ii @_ii	Hong Kong	wlp_hk_g02.txt	Omega Content	General	http://lorencio.hypermart.net/P04013.html	1191	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=731	880651691	880651692
733	1138565	went to the other location by mistake . By 8.10 , we knew no one would show . I 'd	<<< been stood >>>	up , which was uncool . &lt;p&gt;  I was disappointed , given the distance I 'd travelled and that I	went_vvd to_ii the_at other_jj location_nn1 by_ii mistake_nn1 ._. By_ii 8.10_mc ,_, we_ppis2 knew_vvd no_pn121 one_pn122 would_vm show_nn1_vv0 ._. I_ppis1 'd_vhd	<<< been_vbn stood_vvn@ >>>	up_rp ,_, which_ddq was_vbdz uncool_nn1 ._. &lt;p&gt; _null I_ppis1 was_vbdz disappointed_jj ,_, given_vvn the_at distance_nn1 I_ppis1 'd_vhd travelled_vvn and_cc that_cst I_ppis1	Hong Kong	wlp_hk_g02.txt	First, We Take Manhattan � Tales of the BWG; BigWhiteGuy.com	General	http://www.bigwhiteguy.com/tales/56.php	1880	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=732	883107465	883107466
734	1152897	was the one who tried to pick you up But the other one was waiting I could not afford to	<<< be stood >>>	up Right as you call Right as you call  I have to get my stuff  Do n't defend	was_vbdz the_at one_pn1 who_pnqs tried_vvd to_to pick_vvi you_ppy up_rp But_ccb the_at other_jj one_pn1 was_vbdz waiting_vvg I_ppis1 could_vm not_xx afford_vvi to_to	<<< be_vbi stood_vvn@ >>>	up_rp Right_rr as_csa you_ppy call_vv0 Right_rr_jj as_csa you_ppy call_vv0  I_ppis1 have_vh0 to_to get_vvi my_appge stuff_nn1  Do_vd0 n't_xx defend_vvi	Hong Kong	wlp_hk_g02.txt	I was the one Ballas Hough Band - She Was The One www.mtvzz	General	http://www.mtvzz.com/fso/39/down_6b9046a7_192539.txt	401	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=733	888230534	888230535
735	3756070	@ @ Youth Defence , its just been made much more difficult for them . It 's time Youth Defence	<<< were stood >>>	up to , their constant campaigns of shaming and traumatizing women ended and abortion made available , free and on	@_ii @_ii Youth_nn1 Defence_nn1 ,_, its_appge just_rr been_vbn made_vvn much_rr_da1 more_rgr_dar difficult_jj for_if them_ppho2 ._. It_pph1 's_vbz time_nnt1 Youth_nn1 Defence_nn1	<<< were_vbdr stood_vvn@ >>>	up_ii21 to_ii22 ,_, their_appge constant_jj campaigns_nn2 of_io shaming_jj and_cc traumatizing_vvg_jj@ women_nn2 ended_vvn_vvd and_cc abortion_nn1 made_vvd_vvn available_jj ,_, free_jj and_cc on_ii	Ireland	wlp_ie_b01.txt	Pro Life Pro Mass Murder? - arrested for protesting fascist on 'Rally	Blog	http://anarchism.pageabode.com/andrewnflood/pro-life-mass-murder-fascist-belfast	1335	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=734	894351919	894351920
736	3756404	I landed up . There I was at the bar in Co . Mayo in the somewhat awkward position of	<<< being stood >>>	up by a Micky Ring . How much mileage can I get from that particular entendre ? Much more than	I_ppis1 landed_vvd up_rp ._. There_rl I_ppis1 was_vbdz at_ii the_at bar_nn1 in_ii Co_np1_nn1 ._. Mayo_np1 in_ii the_at somewhat_rr awkward_jj position_nn1 of_io	<<< being_vbg stood_vvn@ >>>	up_rp by_ii a_at1 Micky_np1_nn1% Ring_nn1_vv0 ._. How_rgq@ much_da1 mileage_nn1 can_vm I_ppis1 get_vvi from_ii that_dd1 particular_jj entendre_nn1 ?_? Much_da1_rr more_dar than_csn	Ireland	wlp_ie_b01.txt	Gathering, Blathering, Wrestling and Rolling - Rolling Sun and	Blog	http://ayearoffestivalsinireland.com/2012/11/19/gathering-blathering-wrestling-and-rolling-rolling-sun-and-business-of-fun-festivals/	1160	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=735	894575739	894575740
737	3756995	as infrequently as you can definitely seems to help , not sure how many times I could resist if I	<<< was stood >>>	there every day ! ! &lt;p&gt;  So home tonight to get excited about chopping all my veg and for that	as_rg infrequently_rr as_csa you_ppy can_vm definitely_rr seems_vvz to_to help_vvi ,_, not_xx sure_rr%_jj how_rgq@ many_da2 times_nnt2 I_ppis1 could_vm resist_vvi if_cs_csw@ I_ppis1	<<< was_vbdz stood_vvn@ >>>	there_rl every_at1 day_nnt1 !_! !_! &lt;p&gt; _null So_rr home_rl tonight_rt to_to get_vvi excited_jj_vvn@ about_ii chopping_vvg all_db my_appge veg_nn1 and_cc for_if that_dd1	Ireland	wlp_ie_b01.txt	Will I, Wont I?!! | Slender Choice Blog	Blog	http://blog.slenderchoice.ie/2012/07/will-i-wont-i/	650	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=736	894961489	894961490
738	3758488	jj . I am saying that the republican movement was a collective at that time , the IRA have now	<<< been stood >>>	down &lt;p&gt;  kk . Did you take any pleasure from discrediting Sean Gallagher during the Presidential election &lt;p&gt;  ll .	jj_nnu ._. I_ppis1 am_vbm saying_vvg that_cst the_at republican_jj_nn1 movement_nn1 was_vbdz a_at1 collective_nn1_jj at_ii that_dd1 time_nnt1 ,_, the_at IRA_np1 have_vh0 now_rt	<<< been_vbn stood_vvn@ >>>	down_rp &lt;p&gt; _null kk_nnu ._. Did_vdd you_ppy take_vvi any_dd pleasure_nn1 from_ii discrediting_vvg Sean_np1 Gallagher_np1 during_ii the_at Presidential_jj election_nn1 &lt;p&gt; _null ll_nnu ._.	Ireland	wlp_ie_b01.txt	Dissident Republicans: Breaking news, martin mcguinness interview	Blog	http://dissidentrepublicans.blogspot.com/2012/11/breaking-news-martin-mcguinness.html	2005	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=737	896142931	896142932
739	3760781	beyond the ordinary customer service . The story of staff at London oyster bar J.Skeekeys looking after a woman who	<<< was stood >>>	up on a date is an excellent example of this . &lt;p&gt;  Conclusion &lt;p&gt;  It has been widely said that	beyond_ii the_at ordinary_jj customer_nn1 service_nn1 ._. The_at story_nn1 of_io staff_nn at_ii London_np1 oyster_nn1 bar_nn1_ii% J.Skeekeys_np1 looking_vvg after_ii a_at1 woman_nn1 who_pnqs	<<< was_vbdz stood_vvn@ >>>	up_rp on_ii a_at1 date_nn1 is_vbz an_at1 excellent_jj example_nn1 of_io this_dd1 ._. &lt;p&gt; _null Conclusion_nn1 &lt;p&gt; _null It_pph1 has_vhz been_vbn widely_rr said_vvn that_cst	Ireland	wlp_ie_b01.txt	In Online We Trust - Media Watch - Pembroke Communications	Blog	http://irishmediawatch.com/in-online-we-trust/	850	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=738	897587358	897587359
740	3762183	charge ) for UK &lt;p&gt;  Asked how these tenders sit with the existing panels and if the existing panels were	<<< being stood >>>	down , a NAMA spokesman would merely say this morning that the new panels are the ones from which appointments	charge_nn1 )_) for_if UK_np1 &lt;p&gt; _null Asked_vvn how_rrq these_dd2 tenders_nn2 sit_vv0 with_iw the_at existing_jj panels_nn2 and_cc if_cs_csw@ the_at existing_jj panels_nn2 were_vbdr	<<< being_vbg stood_vvn@ >>>	down_rp ,_, a_at1 NAMA_nn1 spokesman_nn1 would_vm merely_rr say_vvi this_dd1 morning_nnt1 that_cst the_at new_jj panels_nn2 are_vbr the_at ones_nn2 from_ii which_ddq appointments_nn2	Ireland	wlp_ie_b01.txt	Curiosity at NAMA's new tender for receivers � NAMA Wine Lake	Blog	http://namawinelake.wordpress.com/2012/10/26/curiosity-at-namas-new-tender-for-receivers/	294	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=739	898581815	898581816
741	3762949	you are an Ironman ' ( wrong race for this though ! ! ) . I crossed the line and	<<< was stood >>>	there a bit dazed for at least a minute before anyone came near me . I got my finisher medal	you_ppy are_vbr an_at1 Ironman_np1 '_ge (_( wrong_jj race_nn1 for_if this_dd1 though_rr@ !_! !_! )_) ._. I_ppis1 crossed_vvd the_at line_nn1 and_cc	<<< was_vbdz stood_vvn@ >>>	there_rl a_rr21 bit_rr22 dazed_vvn for_if at_rr21 least_rr22 a_at1 minute_nnt1 before_cs_ii anyone_pn1 came_vvd near_ii me_ppio1 ._. I_ppis1 got_vvd my_appge finisher_nn1 medal_nn1	Ireland	wlp_ie_b01.txt	Phoenix Tri Club - Darren Cranstons Challenge Roth 2012 race report	Blog	http://phoenixtriclub.com/?p=87	3646	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=740	899073021	899073022
742	3764501	ring @ @ @ @ @ @ @ @ @ @ when I 've knocked his son out and I	<<< 'm stood >>>	here with the titles . &lt;p&gt;   Another thing , it 's funny when he said he 's never seen	ring_nn1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii when_cs_rrq I_ppis1 've_vh0 knocked_vvn his_appge son_nn1 out_rp and_cc I_ppis1	<<< 'm_vbm stood_vvn@ >>>	here_rl with_iw the_at titles_nn2 ._. &lt;p&gt; _null  Another_dd1 thing_nn1 ,_, it_pph1 's_vbz funny_jj when_cs he_pphs1 said_vvd he_pphs1 's_vbz_vhz@ never_rr seen_vvn	Ireland	wlp_ie_b01.txt	Khan promises a knockout � The Boxing Clinic	Blog	http://theboxingclinic.com/blog/2012/07/khan-promises-a-knockout/	376	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=741	900258704	900258705
743	3767815	the French man . &lt;p&gt;  The multi-agency operation , which is thought to have cost in excess of 10,000 ,	<<< was stood >>>	down after the experienced windsurfer swam ashore 5 kilometres from where he had set off earlier . &lt;p&gt;  The alarm	the_at French_jj_nn1 man_nn1 ._. &lt;p&gt; _null The_at multi-agency_jj_nn1 operation_nn1 ,_, which_ddq is_vbz thought_vvn to_to have_vhi cost_vvn%_nn1 in_ii31 excess_ii32 of_ii33 10,000_mc ,_,	<<< was_vbdz stood_vvn@ >>>	down_rp after_ii_cs the_at experienced_jj windsurfer_nn1 swam_vvd ashore_rl 5_mc kilometres_nnu2 from_ii where_rrq he_pphs1 had_vhd set_vvn off_rp earlier_rrr ._. &lt;p&gt; _null The_at alarm_nn1	Ireland	wlp_ie_b01.txt	Missing French Windsurfer Located Near Kilrush ~ The Clare Herald	Blog	http://www.clareherald.com/2012/10/missing-french-windsurfer-located-near.html	470	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=742	902324002	902324003
744	3774322	off to get a good vantage point to see the runners leave Chamonix to run through the night ... we	<<< were stood >>>	watching a cordoned off street expecting the start of the UTMB .. suddenly a dirty tired runner came up the	off_rp to_to get_vvi a_at1 good_jj vantage_nn1 point_nn1 to_to see_vvi the_at runners_nn2 leave_vvi Chamonix_vv0_nn1_np1 to_to run_vvi through_ii the_at night_nnt1 ..._... we_ppis2	<<< were_vbdr stood_vvn@ >>>	watching_vvg a_at1 cordoned_jj@ off_ii street_nn1 expecting_vvg the_at start_nn1 of_io the_at UTMB_nn1_np1 .._... suddenly_rr a_at1 dirty_jj tired_jj runner_nn1 came_vvd up_ii the_at	Ireland	wlp_ie_b01.txt	Running, walking and hobbling in Chamonix...... TDS UTMB | www	Blog	http://www.runner786.com/2012/09/10/running-walking-and-hobbling-in-chamonix-tds-utmb/	4017	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=743	906882458	906882459
745	3775129	had n't been so hard . Upon entering the class and speaking nervously to a couple of the girls who	<<< were stood >>>	outside we queued up to get our Kettle Bells as apparently the lower weights ran out quickly ! Those in	had_vhd n't_xx been_vbn so_rg_rr hard_jj ._. Upon_ii entering_vvg the_at class_nn1 and_cc speaking_vvg nervously_rr to_ii a_at1 couple_nn1 of_io the_at girls_nn2 who_pnqs	<<< were_vbdr stood_vvn@ >>>	outside_rl we_ppis2 queued_vvd up_rp to_to get_vvi our_appge Kettle_nn1 Bells_nn2 as_csa_rg@ apparently_rr the_at lower_jjr weights_nn2 ran_vvd out_rp quickly_rr !_! Those_dd2 in_ii	Ireland	wlp_ie_b01.txt	SweetieSal: A Fashion, Beauty and Lifestyle Blog: My Kettle Bell Hell...	Blog	http://www.sweetiesal.com/2012/06/my-kettle-bell-hell.html	561	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=744	907341022	907341023
746	3846631	the way to it ... and in turn had arrived at the gate to the forest ! &lt;p&gt;  The large	<<< being stood >>>	high and tall and as the little girl and boy approached , it looked down on them and said :	the_at way_nn1 to_ii it_pph1 ..._... and_cc in_ii turn_nn1 had_vhd arrived_vvn at_ii the_at gate_nn1 to_ii the_at forest_nn1 !_! &lt;p&gt; _null The_at large_jj	<<< being_vbg_nn1% stood_vvn@_vvd >>>	high_jj_rr@ and_cc tall_jj and_cc as_ii_csa the_at little_jj girl_nn1 and_cc boy_nn1 approached_vvd_vvn ,_, it_pph1 looked_vvd down_rp on_ii them_ppho2 and_cc said_vvd :_:	Ireland	wlp_ie_b01.txt	Modern Mystery School International UTOPIA is NOW: � Dialogue	Blog	http://dialogueireland.wordpress.com/2012/11/27/modern-mystery-school-international-utopia-is-now/	5645	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=745	910047374	910047375
747	3848558	the places he took us bore no resemblance to how they were in 1888 ( for one part , we	<<< were stood >>>	in a hotel car park ) , but it helped to give a sense of scale , and an idea	the_at places_nn2 he_pphs1 took_vvd us_ppio2 bore_vvd_vv0 no_at resemblance_nn1 to_ii how_rrq they_pphs2 were_vbdr in_ii 1888_mc (_( for_if one_mc1 part_nn1 ,_, we_ppis2	<<< were_vbdr stood_vvn@ >>>	in_ii a_at1 hotel_nn1 car_nn1 park_nn1 )_) ,_, but_ccb it_pph1 helped_vvd to_to give_vvi a_at1 sense_nn1 of_io scale_nn1 ,_, and_cc an_at1 idea_nn1	Ireland	wlp_ie_b01.txt	Day 12 | UK 2010	Blog	http://mgdd.net/wordpress/uk2010/2010/08/17/day-12-2/	768	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=746	911224136	911224137
748	3854260	inappropriate language towards two of their players is spiralling into another huge controversy for the Premier League after the official	<<< was stood >>>	down for next weekend 's fixtures and police were urged to take up the case , just as they did	inappropriate_jj language_nn1 towards_ii two_mc of_io their_appge players_nn2 is_vbz spiralling_vvg_jj into_ii another_dd1 huge_jj controversy_nn1 for_if the_at Premier_jj_nn1 League_nn1 after_ii_cs the_at official_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp for_if next_md weekend_nnt1 's_ge fixtures_nn2 and_cc police_nn2 were_vbdr urged_vvn to_to take_vvi up_rp_ii@ the_at case_nn1 ,_, just_rr as_csa they_pphs2 did_vdd	Ireland	wlp_ie_b01.txt	Clattenburg career on the line | Irish Examiner	Blog	http://www.irishexaminer.com/ireland/cwkfcweycwmh/rss2/	793	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=747	914654838	914654839
749	1607416	was inside the tree . He could n't feel his body -- like , he 'd no sense of physically	<<< being stood >>>	up there , inside the trunk -- but he was inside it anyway , looking out . He tried to	was_vbdz inside_ii_rl the_at tree_nn1 ._. He_pphs1 could_vm n't_xx feel_vvi his_appge body_nn1 --_zz like_ii_nn1%_jj@_vv0@ ,_, he_pphs1 'd_vhd no_at sense_nn1 of_io physically_rr	<<< being_vbg stood_vvn@ >>>	up_rp there_rl ,_, inside_ii the_at trunk_nn1 --_zz but_ccb he_pphs1 was_vbdz inside_rl_ii it_pph1 anyway_rr ,_, looking_vvg out_rp ._. He_pphs1 tried_vvd to_to	Ireland	wlp_ie_g01.txt	Boys Tell Stories � Darragh McManus, author and journalist	General	http://darraghmcmanus.com/2012/10/31/boys-tell-stories/	3458	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=748	918426784	918426785
750	1612501	British and American publics have responded , if early in 1945 they had been told that the bomber forces had	<<< been stood >>>	down , while German and Japanese troops were @ @ @ @ @ @ @ @ @ @ Michael Howard	British_jj and_cc American_jj publics_nn2 have_vh0 responded_vvn ,_, if_cs early_rr_jj in_ii 1945_mc they_pphs2 had_vhd been_vbn told_vvn that_cst the_at bomber_nn1 forces_nn2 had_vhd	<<< been_vbn stood_vvn@ >>>	down_rp ,_, while_cs German_jj_nn1 and_cc Japanese_jj_nn1 troops_nn2 were_vbdr @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii Michael_np1 Howard_np1	Ireland	wlp_ie_g01.txt	Quotes about History	General	http://homepage.eircom.net/~odyssey/Quotes/History/Historians.html	13460	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=749	919353975	919353976
