Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
1013	36621	in fact turned into some sort of chair . &lt;p&gt;  Clearly the lads were quite pleased about the idea of	<<< being sat >>>	on , with Louis getting particularly excited . &lt;p&gt;   That is a great question . What an AMAZING question	in_ii fact_nn1 turned_vvd_vvn into_ii some_dd sort_nn1 of_io chair_nn1 ._. &lt;p&gt; _null Clearly_rr the_at lads_nn2 were_vbdr quite_rg pleased_jj about_ii the_at idea_nn1 of_io	<<< being_vbg sat_vvn@ >>>	on_rp@_ii ,_, with_iw Louis_np1 getting_vvg particularly_rr excited_jj_vvn@_vvd@ ._. &lt;p&gt; _null  That_dd1 is_vbz a_at1 great_jj question_nn1 ._. What_ddq an_at1 AMAZING_jj question_nn1	Great Britain	wlp_gb_g03.txt	One Direction on which celebs they want to sit on them | Sugarscape |	General	http://www.sugarscape.com/main-topics/lads/738401/one-direction-which-celebs-they-want-sit-them	358	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1012	565533443	565533444
1014	36621	She 's amazing .  &lt;p&gt;  Although he agreed with this , Louis seemed so overwhelmed by the prospect of	<<< being sat >>>	on by a famous woman that he could n't resist getting Zayn involved , shouting over to him to find	She_pphs1 's_vbz amazing_jj ._.  &lt;p&gt; _null Although_cs he_pphs1 agreed_vvd with_iw this_dd1 ,_, Louis_np1 seemed_vvd so_rr_rg overwhelmed_vvn by_ii the_at prospect_nn1 of_io	<<< being_vbg sat_vvn@ >>>	on_rp@ by_ii a_at1 famous_jj woman_nn1 that_cst he_pphs1 could_vm n't_xx resist_vvi getting_vvg Zayn_np1 involved_vvd ,_, shouting_vvg over_rp to_ii him_ppho1 to_to find_vvi	Great Britain	wlp_gb_g03.txt	One Direction on which celebs they want to sit on them | Sugarscape |	General	http://www.sugarscape.com/main-topics/lads/738401/one-direction-which-celebs-they-want-sit-them	358	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1013	565533606	565533607
1015	53823	and then there was an amazing setting in a hospitality bar inside the stadium where Ian Rush and Kevin Ratcliffe	<<< were sat >>>	rather sheepishly in a mocked-up dressing room ( I suspect there were quite a few fellas clutching plastic glasses of	and_cc then_rt there_ex was_vbdz an_at1 amazing_jj setting_nn1 in_ii a_at1 hospitality_nn1 bar_nn1 inside_ii the_at stadium_nn1 where_cs_rrq Ian_np1 Rush_np1 and_cc Kevin_np1 Ratcliffe_np1	<<< were_vbdr sat_vvn@ >>>	rather_rg sheepishly_rr in_ii a_at1 mocked-up_jj dressing_nn1@_vvg room_nn1 (_( I_ppis1 suspect_vv0 there_ex_rl were_vbdr quite_rg a_at1 few_da2 fellas_nn2 clutching_vvg plastic_nn1 glasses_nn2 of_io	Great Britain	wlp_gb_g03.txt	Edge of the Box: Fingers crossed ESPN and ITV play blinder in FA	General	http://www.dailymail.co.uk/sport/football/article-2130359/Edge-Box-Fingers-crossed-ESPN-ITV-play-blinder-FA-Cup-final.html	907	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1014	565979095	565979096
1016	57617	@ later I realised that I 'd put washing in machine .. put conditioner in .. but the washing liquid	<<< was sat >>>	on the side and had not even been out in ... oops I had &lt;p&gt;  Once I was single ,	@_ii later_rrr I_ppis1 realised_vvd that_cst I_ppis1 'd_vm put_vvi washing_vvg_nn1 in_ii machine_nn1 .._... put_vv0_vvd_vvn conditioner_nn1 in_ii_rp@ .._... but_ccb the_at washing_nn1 liquid_nn1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at side_nn1 and_cc had_vhd not_xx even_rr been_vbn out_rp in_ii ..._... oops_uh I_ppis1 had_vhd &lt;p&gt; _null Once_cs@_rr I_ppis1 was_vbdz single_jj ,_,	Great Britain	wlp_gb_g03.txt	Oh dear...I've lost the ability to multitask!!!	General	http://www.netmums.com/coffeehouse/pregnancy-64/netmums-52/842494-oh-dear-ive-lost-ability-multitask.html	396	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1015	566045074	566045075
1017	65317	to the bar which means between you 1 of you is queuing for 10-15mins at the bar whilst the other	<<< is sat >>>	on your own , and do n't even try and get any drinks between 10-11pm due to all inclusive finishing	to_ii the_at bar_nn1 which_ddq means_vvz between_ii you_ppy 1_mc1 of_io you_ppy is_vbz queuing_vvg for_if 10-15mins_nn2 at_ii the_at bar_nn1 whilst_cs the_at other_nn1@_jj	<<< is_vbz sat_vvn@ >>>	on_ii your_appge own_da ,_, and_cc do_vd0 n't_xx even_rr try_vvi and_cc get_vvi any_dd drinks_nn2 between_ii 10-11pm_ra due_ii21 to_ii22 all_db inclusive_jj finishing_jj_nn1@_vvg	Great Britain	wlp_gb_g03.txt	Avoid unless you like RUDE Germans &amp; nothing to do! - azuLine	General	http://www.tripadvisor.co.uk/ShowUserReviews-g642208-d1178187-r138454895-AzuLine_Club_Punta_Arabi-Santa_Eulalia_del_Rio_Ibiza_Balearic_Islands.html	1848	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1016	566204856	566204857
1018	79617	&lt;p&gt;  Late evening at Russell Sq @ @ @ @ @ @ @ @ @ @ ; a young woman	<<< was sat >>>	covered in sick looking embarrassed . I sat and had a chat with her and cleaned the sick from her	&lt;p&gt; _null Late_jj_rr evening_nnt1 at_ii Russell_np1 Sq_nnl1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii ;_; a_at1 young_jj woman_nn1	<<< was_vbdz sat_vvn@ >>>	covered_vvn_vvd in_ii sick_jj_nn1@ looking_vvg_jj% embarrassed_jj ._. I_ppis1 sat_vvd and_cc had_vhd_vhn@ a_at1 chat_nn1 with_iw her_ppho1 and_cc cleaned_vvd the_at sick_jj_nn1@ from_ii her_appge	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1017	566504259	566504260
1019	79617	&lt;p&gt;  Late evening at Russell Sq Tube on my way to meet my boyfriend from work ; a young woman	<<< was sat >>>	covered in sick looking embarrassed . I sat and had a chat with her and cleaned the sick from her	&lt;p&gt; _null Late_jj_rr evening_nnt1 at_ii Russell_np1 Sq_nnl1 Tube_nn1 on_ii my_appge way_nn1 to_to meet_vvi my_appge boyfriend_nn1 from_ii work_nn1 ;_; a_at1 young_jj woman_nn1	<<< was_vbdz sat_vvn@ >>>	covered_vvn_vvd in_ii sick_jj_nn1@ looking_vvg_jj% embarrassed_jj ._. I_ppis1 sat_vvd and_cc had_vhd_vhn@ a_at1 chat_nn1 with_iw her_ppho1 and_cc cleaned_vvd the_at sick_jj_nn1@ from_ii her_appge	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1018	566507930	566507931
1020	79617	Can i carry that case up the stairs for you  ? Very humbling and very kind . &lt;p&gt;  I	<<< was sat >>>	in a Tube carriage as it approached a station , debating whether to get off and open my fast during	Can_vm i_zz1_mc1 carry_vv0 that_dd1 case_nn1 up_ii the_at stairs_nn2 for_if you_ppy  ?_? Very_rg humbling_jj and_cc very_rg kind_jj@ ._. &lt;p&gt; _null I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii a_at1 Tube_nn1 carriage_nn1 as_csa it_pph1 approached_vvd a_at1 station_nn1 ,_, debating_vvg whether_csw to_to get_vvi off_rp and_cc open_vvi my_appge fast_jj_nn1@ during_ii	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1019	566511639	566511640
1021	79617	miserably . A kind man sat next to me silently passed me a tissue , and another , who had	<<< been sat >>>	opposite , passed me a note as he stood to leave at his stop . I opened it and all	miserably_rr ._. A_at1_zz1 kind_nn1_jj@ man_nn1 sat_vvd next_ii21 to_ii22 me_ppio1 silently_rr passed_vvd_vvn me_ppio1 a_at1 tissue_nn1 ,_, and_cc another_dd1 ,_, who_pnqs had_vhd	<<< been_vbn sat_vvn@ >>>	opposite_rl@_jj ,_, passed_vvd me_ppio1 a_at1 note_nn1 as_csa he_pphs1 stood_vvd to_to leave_vvi at_ii his_appge stop_nn1 ._. I_ppis1 opened_vvd it_pph1 and_cc all_db_rr@	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1020	566516168	566516169
1022	79617	&; left the girls alone , I 'm not easily offended luckily . &lt;p&gt;  I had just given blood and	<<< was sat >>>	on the Victoria line platform at Oxford Circus when I started feeling very faint , I thought I was going	&;_null left_vvd the_at girls_nn2 alone_jj ,_, I_ppis1 'm_vbm not_xx easily_rr offended_vvn_vvd luckily_rr ._. &lt;p&gt; _null I_ppis1 had_vhd just_rr given_vvn_jj@ blood_nn1 and_cc	<<< was_vbdz sat_vvn@ >>>	on_ii the_at Victoria_np1 line_nn1 platform_nn1 at_ii Oxford_np1 Circus_nn1 when_cs_rrq I_ppis1 started_vvd feeling_vvg very_rg faint_jj ,_, I_ppis1 thought_vvd I_ppis1 was_vbdz going_vvgk	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1021	566534451	566534452
1023	79617	to a tall , well-built and heavily tattooed man . Opposite me was a man wearing large blue headphones who	<<< was sat >>>	next to an elderly German couple . Six quite merry women and two men joined us at Liverpool Street .	to_ii22 a_at1 tall_jj ,_, well-built_jj and_cc heavily_rr tattooed_jj@_vvd man_nn1 ._. Opposite_ii%_jj me_ppio1 was_vbdz a_at1 man_nn1 wearing_vvg large_jj blue_jj headphones_nn2 who_pnqs	<<< was_vbdz sat_vvn@ >>>	next_ii21 to_ii22 an_at1 elderly_jj German_jj_nn1 couple_nn1 ._. Six_mc quite_rg merry_jj women_nn2 and_cc two_mc men_nn2 joined_vvd_vvn us_ppio2 at_ii Liverpool_np1 Street_nnl1 ._.	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1022	566535081	566535082
1024	79617	schadenfreude , strangers started to bring out hankies to help my sister clean up . &lt;p&gt;  Silly little thing .	<<< Was sat >>>	on a district line train on a Monday morning with a big present for my boyfriend . I wanted to	schadenfreude_nn1 ,_, strangers_nn2 started_vvd to_to bring_vvi out_rp hankies_nn2 to_to help_vvi my_appge sister_nn1 clean_vv0@ up_rp ._. &lt;p&gt; _null Silly_jj little_jj thing_nn1 ._.	<<< Was_vbdz sat_vvn@ >>>	on_ii a_at1 district_nn1 line_nn1 train_nn1_vv0 on_ii a_at1 Monday_npd1 morning_nnt1 with_iw a_at1 big_jj present_nn1_jj for_if my_appge boyfriend_nn1 ._. I_ppis1 wanted_vvd to_to	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1023	566551344	566551345
1025	79617	wallet left on the seat by my side . I picked it up thinking it belonged to the lady who	<<< was sat >>>	beside me but when I caught up with her on the escalator she said it was n't hers . I	wallet_nn1 left_vvn on_ii the_at seat_nn1 by_ii my_appge side_nn1 ._. I_ppis1 picked_vvd it_pph1 up_rp thinking_vvg it_pph1 belonged_vvd to_ii the_at lady_nn1 who_pnqs	<<< was_vbdz sat_vvn@ >>>	beside_ii me_ppio1 but_ccb when_rrq_cs I_ppis1 caught_vvd up_rp with_iw her_ppho1 on_ii the_at escalator_nn1 she_pphs1 said_vvd it_pph1 was_vbdz n't_xx hers_ppge ._. I_ppis1	Great Britain	wlp_gb_g03.txt	Art on the Underground - Michael Landy - Acts of Kindness	General	http://art.tfl.gov.uk/actsofkindness	59589	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1024	566552588	566552589
1026	96019	second hand smoke and people coughing their guts up all over me , it 's kind of similar when you	<<< 're sat >>>	next to someone on the bus or train and you get second hand music that you do n't want to	second_md hand_nn1 smoke_nn1 and_cc people_nn coughing_vvg their_appge guts_nn2 up_rp all_rr over_ii me_ppio1 ,_, it_pph1 's_vbz kind_rr21%_nn1 of_rr22_io similar_jj when_cs you_ppy	<<< 're_vbr sat_vvn@ >>>	next_ii21 to_ii22 someone_pn1 on_ii the_at bus_nn1 or_cc train_nn1_vv0 and_cc you_ppy get_vv0 second_md hand_nn1 music_nn1 that_cst you_ppy do_vd0 n't_xx want_vvi to_to	Great Britain	wlp_gb_g03.txt	RS HW - 'Do You Think That Smoking Should Be Banned?' - The	General	http://www.thestudentroom.co.uk/showthread.php?t=2129525	865	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1025	566977775	566977776
1027	96019	second hand smoke and people coughing their guts up all over me , it 's kind of similar when you	<<< 're sat >>>	next to someone on the bus or train and you get second hand music that you do n't want to	second_md hand_nn1 smoke_nn1 and_cc people_nn coughing_vvg their_appge guts_nn2 up_rp all_rr over_ii me_ppio1 ,_, it_pph1 's_vbz kind_rr21%_nn1 of_rr22_io similar_jj when_cs you_ppy	<<< 're_vbr sat_vvn@ >>>	next_ii21 to_ii22 someone_pn1 on_ii the_at bus_nn1 or_cc train_nn1_vv0 and_cc you_ppy get_vv0 second_md hand_nn1 music_nn1 that_cst you_ppy do_vd0 n't_xx want_vvi to_to	Great Britain	wlp_gb_g03.txt	RS HW - 'Do You Think That Smoking Should Be Banned?' - The	General	http://www.thestudentroom.co.uk/showthread.php?t=2129525	865	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1026	566977861	566977862
1028	99622	, ' he said , ' With a hat on my head , I will know that it has n't	<<< been sat >>>	on . ' &lt;p&gt;  There once was an old man from Esser , Whose knowledge grew lesser and lesser .	,_, '_@ he_pphs1 said_vvd ,_, '_@_ge With_iw a_at1 hat_nn1 on_ii my_appge head_nn1 ,_, I_ppis1 will_vm know_vvi that_cst it_pph1 has_vhz n't_xx	<<< been_vbn sat_vvn@ >>>	on_rp@_ii ._. '_@_ge &lt;p&gt; _null There_rl_ex once_rr was_vbdz an_at1 old_jj man_nn1 from_ii Esser_np1_nn1 ,_, Whose_ddqge knowledge_nn1 grew_vvd lesser_jj and_cc lesser_jj ._.	Great Britain	wlp_gb_g03.txt	Limericks	General	http://www.teachingideas.co.uk/english/limerick.htm	597	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1027	567039730	567039731
1029	149020	well as the local ones here in SA just to stir ) were fabulous too . My son &; I	<<< were sat >>>	amongst them cos we bought local tickets and we stood out like red sore @ @ @ @ @ @	well_ii32 as_ii33 the_at local_jj ones_nn2 here_rl in_ii SA_np1 just_rr to_to stir_vvi )_) were_vbdr fabulous_jj too_rr@ ._. My_appge son_nn1 &;_null I_ppis1	<<< were_vbdr sat_vvn@ >>>	amongst_ii them_ppho2 cos_cs we_ppis2 bought_vvd local_jj tickets_nn2 and_cc we_ppis2 stood_vvd out_rp like_ii red_jj sore_jj @_ii @_ii @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g03.txt	Final flourish leaves Lions lamenting what might have been - BBC	General	http://www.bbc.co.uk/blogs/brynpalmer/2009/07/final_flourish_leaves_lions_la.html	13789	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1028	568095629	568095630
1030	161517	Member Yolanda Mears said :  I was in two minds to go at all at first ; I 'd	<<< been sat >>>	in the house and had lost my confidence . &lt;p&gt;   But it was the group the helped me when	Member_nn1 Yolanda_np1 Mears_np1 said_vvd :_:  I_ppis1 was_vbdz in_ii two_mc minds_nn2_vvz@ to_to go_vvi at_ii all_db at_rr21 first_rr22 ;_; I_ppis1 'd_vhd	<<< been_vbn sat_vvn@ >>>	in_ii the_at house_nn1 and_cc had_vhd lost_vvn my_appge confidence_nn1 ._. &lt;p&gt; _null  But_ccb it_pph1 was_vbdz the_at group_nn1 the_at helped_vvn_vvd_jj@ me_ppio1 when_rrq_cs	Great Britain	wlp_gb_g03.txt	Want to do more with your day? Join the social network. - City and	General	http://www.swansea.gov.uk/index.cfm?articleid=52096	344	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1029	568394729	568394730
1031	169222	@ @ @ @ up its appreciated . &lt;p&gt;  the sound was external it came a few times whilst i	<<< was sat >>>	down in the living room , and it seem to come from right in front of me , ive no	@_ii @_ii @_ii @_ii up_rp its_appge appreciated_jj% ._. &lt;p&gt; _null the_at sound_nn1 was_vbdz external_jj it_pph1 came_vvd a_at1 few_da2 times_nnt2 whilst_cs i_zz1_mc1	<<< was_vbdz sat_vvn@ >>>	down_rp in_ii the_at living_nn1 room_nn1 ,_, and_cc it_pph1 seem_vv0 to_to come_vvi from_ii right_nn1_jj_rr in_ii31 front_ii32 of_ii33 me_ppio1 ,_, ive_vv0 no_at	Great Britain	wlp_gb_g03.txt	The Void - Page 2 - David Icke's Official Forums	General	http://www.davidicke.com/forum/showthread.php?p=1061139841	1770	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1030	568592439	568592440
1032	199324	Augusta ? or celebrating after your round ? &lt;p&gt;  As I know ( from experience ) , you will probably	<<< be sat >>>	at home bored and wondering what to do , so just a thought how about organising @ @ @ @	Augusta_np1 ?_? or_cc celebrating_vvg after_ii your_appge round_jj_nn1@ ?_? &lt;p&gt; _null As_csa I_ppis1 know_vv0 (_( from_ii experience_nn1 )_) ,_, you_ppy will_vm probably_rr	<<< be_vbi sat_vvn@ >>>	at_ii home_nn1 bored_jj_vvn@_vvd@ and_cc wondering_vvg what_ddq to_to do_vdi ,_, so_rg_rr just_rr a_at1 thought_nn1 how_rrq about_ii organising_vvg @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g03.txt	BBC - Iain Carter: 'Bubba is everything I would like to see in a player'	General	http://www.bbc.co.uk/blogs/iaincarter/2012/04/big_time_starts_now_for_bubba.html	8481	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1031	569435902	569435903
1033	223517	to reach . &lt;p&gt;  Desertion -- It is important not to startle a sitting bird , so if a female	<<< is sat >>>	tight when you try to visit a nest , just go away and check again later . If a bird	to_to reach_vvi ._. &lt;p&gt; _null Desertion_nn1 --_zz It_pph1 is_vbz important_jj not_xx to_to startle_vvi a_at1 sitting_nn1@ bird_nn1 ,_, so_rr_cs@ if_cs a_at1 female_nn1	<<< is_vbz sat_vvn@ >>>	tight_rr when_cs_rrq you_ppy try_vv0 to_to visit_vvi a_at1 nest_nn1 ,_, just_rr go_vv0 away_rl and_cc check_vv0_nn1 again_rt later_rrr_jjr ._. If_cs a_at1 bird_nn1	Great Britain	wlp_gb_g03.txt	Monitoring your nest box | BTO - British Trust for Ornithology	General	http://www.bto.org/volunteer-surveys/nbc/taking-part/monitoring	1257	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1032	570053534	570053535
1034	240417	ton , leading to other suppliers offering it at far cheaper rates . &lt;p&gt;  As a result the salt has	<<< been sat >>>	at Southampton Docks , Hampshire , ever since and might never be used because it has been left exposed to	ton_nnu1 ,_, leading_vvg to_ii other_jj suppliers_nn2 offering_vvg it_pph1 at_ii far_rg cheaper_jjr rates_nn2 ._. &lt;p&gt; _null As_ii a_at1 result_nn1 the_at salt_nn1 has_vhz	<<< been_vbn sat_vvn@ >>>	at_ii Southampton_np1 Docks_nn2 ,_, Hampshire_np1 ,_, ever_rr since_cs_rr@ and_cc might_vm never_rr be_vbi used_vvn because_cs it_pph1 has_vhz been_vbn left_vvn exposed_vvn_jj_vvd to_ii	Great Britain	wlp_gb_g03.txt	Bonfire Night set to be the coldest in 14 years while some parts of	General	http://www.dailymail.co.uk/news/article-2227988/Bonfire-Night-set-coldest-14-years-parts-country-suffer-torrential-rain-flooding.html	1951	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1033	570427864	570427865
1035	241722	@ more fitting owner for their illustrious club . &lt;p&gt;  Whatever the outcome for Berlusconi , the next time you	<<< 're sat >>>	on the sideline and your team is struggling to string more than a few passes together , before you take	@_ii more_rgr fitting_jj owner_nn1 for_if their_appge illustrious_jj club_nn1 ._. &lt;p&gt; _null Whatever_ddqv the_at outcome_nn1 for_if Berlusconi_np1_nn1_jj ,_, the_at next_md time_nnt1 you_ppy	<<< 're_vbr sat_vvn@ >>>	on_ii the_at sideline_nn1 and_cc your_appge team_nn1 is_vbz struggling_vvg_jj to_to string_vvi more_dar_rrr than_csn a_at1 few_da2 passes_nn2 together_rl ,_, before_cs you_ppy take_vv0	Great Britain	wlp_gb_g03.txt	AC Milan and there convicted criminal Silvio Berlusconi	General	http://soccerlens.com/ac-milan-and-criminal-silvio-berlusconi/98125/	1289	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1034	570451828	570451829
